Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_fixed	dep_dist_flat	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_5
spanish_clean_28.conllu	1	26	26.0	5.083333333333333	11.538461538461538	23.076923076923077	0	0	0	19.23076923076923	23.076923076923077	0	3.8461538461538463	0	7.6923076923076925	0	11.538461538461538	0	0.5	0	50.0	50.0	0	0	0	100.0	0	66.66666666666667	0	33.333333333333336	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	6.0	8.666666666666666	9.0	2.217391304347826	9	1.0	2	100.0	0	0	0	100.0	0.0	100.0	0.0	0	3.8461538461538463	3.8461538461538463	0	11.538461538461538	0	0	0	19.23076923076923	0	0	0	0	0	19.23076923076923	0	0	3.8461538461538463	3.8461538461538463	7.6923076923076925	3.8461538461538463	0	0	0	11.538461538461538	0	7.6923076923076925	3.8461538461538463	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
spanish_clean_29.conllu	1	40	40.0	4.891891891891892	12.5	22.5	2.5	0	2.5	17.5	20.0	0	2.5	7.5	7.5	0	5.0	0	0.5135135135135135	0	0	100.0	0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	4.5	0	0	0	50.0	0	0	50.0	5.0	20.0	18.0	2.7777777777777777	18	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	0	100.0	0.0	100.0	0.0	0	0	0	0	10.0	0	0	0	22.5	2.5	0	2.5	0	0	17.5	5.0	0	2.5	0	10.0	2.5	0	2.5	0	12.5	0	7.5	2.5	0	100.0	0.0	0	0	0	0	0	0	0
spanish_clean_30.conllu	1	44	44.0	5.358974358974359	2.272727272727273	18.181818181818183	2.272727272727273	4.545454545454546	4.545454545454546	20.454545454545453	25.0	0	2.272727272727273	0	11.363636363636363	0	9.090909090909092	0	0.4358974358974359	0	0	50.0	50.0	0	0	100.0	0	25.0	0	25.0	50.0	0	0	100.0	0	0	0	100.0	0	0	50.0	50.0	0	100.0	0	4.0	100.0	2.0	0	25.0	50.0	25.0	0	0	0	6.0	11.0	17.0	2.6315789473684212	17	1.2	5	80.0	20.0	0	0	0.0	100.0	0	0	2.272727272727273	0	0	2.272727272727273	2.272727272727273	0	4.545454545454546	0	18.181818181818183	4.545454545454546	0	6.818181818181818	0	0	20.454545454545453	0	0	2.272727272727273	0	13.636363636363637	0	0	0	2.272727272727273	4.545454545454546	0	11.363636363636363	2.272727272727273	2.272727272727273	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_31.conllu	1	22	22.0	5.8	13.636363636363637	18.181818181818183	4.545454545454546	9.090909090909092	0	4.545454545454546	18.181818181818183	0	9.090909090909092	0	9.090909090909092	4.545454545454546	9.090909090909092	0	0.5	0	0	50.0	50.0	0	0	100.0	0	50.0	0	0	50.0	100.0	0	0	0	50.0	50.0	0	100.0	0	50.0	0	50.0	0	100.0	2.0	100.0	4.5	0	0	0	0	50.0	50.0	0	4.0	11.0	9.0	2.4210526315789473	9	1.0	1	100.0	0	0	0	100.0	0.0	50.0	50.0	0	0	4.545454545454546	4.545454545454546	13.636363636363637	0	4.545454545454546	4.545454545454546	18.181818181818183	0	0	0	0	0	4.545454545454546	0	0	4.545454545454546	4.545454545454546	4.545454545454546	4.545454545454546	4.545454545454546	0	0	9.090909090909092	0	9.090909090909092	4.545454545454546	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_32.conllu	1	11	11.0	4.5	18.181818181818183	9.090909090909092	9.090909090909092	9.090909090909092	0	18.181818181818183	18.181818181818183	0	0	9.090909090909092	9.090909090909092	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	11.0	6.0	2.2222222222222223	6	1.0	1	100.0	0	0	0	0	0	0.0	100.0	0	0	0	9.090909090909092	18.181818181818183	0	0	0	9.090909090909092	0	0	0	9.090909090909092	0	18.181818181818183	0	0	0	0	9.090909090909092	9.090909090909092	0	0	0	0	0	9.090909090909092	9.090909090909092	0	100.0	0.0	0	0	0	0	0	0	0
spanish_clean_33.conllu	1	21	21.0	4.8	0	23.80952380952381	0	4.761904761904762	0	19.047619047619047	9.523809523809524	4.761904761904762	0	28.571428571428573	4.761904761904762	0	4.761904761904762	0	0.45	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	21.0	9.0	2.3157894736842106	9	1.0	3	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	9.523809523809524	4.761904761904762	0	4.761904761904762	23.80952380952381	0	0	0	0	0	19.047619047619047	0	0	0	0	14.285714285714286	0	4.761904761904762	0	0	9.523809523809524	0	4.761904761904762	4.761904761904762	0	100.0	0.0	0	0	0	0	0	0	0
spanish_clean_34.conllu	1	34	34.0	3.870967741935484	2.9411764705882355	20.58823529411765	0	2.9411764705882355	0	17.647058823529413	14.705882352941176	8.823529411764707	8.823529411764707	8.823529411764707	8.823529411764707	0	5.882352941176471	0	0.3548387096774194	0	0	50.0	50.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	3.0	100.0	4.0	0	0	0	0	100.0	0	0	7.0	11.333333333333334	27.0	3.033333333333333	27	2.0	2	0	100.0	0	0	100.0	0.0	0.0	100.0	0	2.9411764705882355	0	0	2.9411764705882355	2.9411764705882355	0	0	20.58823529411765	0	0	0	2.9411764705882355	0	17.647058823529413	0	0	5.882352941176471	0	11.764705882352942	8.823529411764707	0	0	0	11.764705882352942	0	8.823529411764707	2.9411764705882355	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_35.conllu	1	37	37.0	5.085714285714285	8.108108108108109	18.91891891891892	0	2.7027027027027026	2.7027027027027026	21.62162162162162	24.324324324324323	0	2.7027027027027026	8.108108108108109	5.405405405405405	0	5.405405405405405	0	0.4857142857142857	0	0	0	100.0	0	0	100.0	0	50.0	50.0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	3.0	100.0	3.0	0	50.0	0	0	0	50.0	0	6.0	12.333333333333334	11.0	2.588235294117647	11	1.0	4	100.0	0	0	0	0.0	100.0	100.0	0.0	0	2.7027027027027026	2.7027027027027026	0	10.81081081081081	0	0	0	18.91891891891892	2.7027027027027026	0	2.7027027027027026	2.7027027027027026	0	21.62162162162162	0	0	2.7027027027027026	0	10.81081081081081	5.405405405405405	0	0	2.7027027027027026	5.405405405405405	0	5.405405405405405	2.7027027027027026	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
spanish_clean_36.conllu	1	75	75.0	5.260869565217392	14.666666666666666	13.333333333333334	2.6666666666666665	1.3333333333333333	5.333333333333333	16.0	20.0	0	2.6666666666666665	0	8.0	5.333333333333333	10.666666666666666	0	0.5217391304347826	25.0	0	0	75.0	0	0	75.0	25.0	50.0	0	50.0	0	75.0	0	25.0	0	0	100.0	0	0	100.0	100.0	0	0	0	100.0	9.0	100.0	2.875	0	25.0	12.5	25.0	25.0	12.5	0	8.0	8.333333333333334	40.0	3.2941176470588234	40	2.5	2	50.0	0	0	50.0	20.0	80.0	100.0	0.0	0	0	4.0	1.3333333333333333	12.0	0	0	0	13.333333333333334	5.333333333333333	1.3333333333333333	5.333333333333333	1.3333333333333333	0	16.0	1.3333333333333333	0	1.3333333333333333	5.333333333333333	6.666666666666667	5.333333333333333	0	0	5.333333333333333	2.6666666666666665	1.3333333333333333	8.0	1.3333333333333333	1.3333333333333333	14.285714285714286	85.71428571428571	100.0	0.0	1.2	80.0	20.0	0	0
spanish_clean_37.conllu	1	33	33.0	6.766666666666667	15.151515151515152	9.090909090909092	0	3.0303030303030303	9.090909090909092	18.181818181818183	24.242424242424242	0	0	0	9.090909090909092	0	12.121212121212121	0	0.5666666666666667	0	0	0	100.0	0	0	100.0	0	25.0	0	50.0	25.0	0	0	100.0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	5.0	100.0	2.0	0	50.0	0	50.0	0	0	0	6.0	6.6	12.0	2.310344827586207	12	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	3.0303030303030303	0	3.0303030303030303	0	15.151515151515152	0	0	0	6.0606060606060606	9.090909090909092	0	9.090909090909092	3.0303030303030303	0	18.181818181818183	0	0	0	3.0303030303030303	3.0303030303030303	3.0303030303030303	0	0	6.0606060606060606	6.0606060606060606	0	9.090909090909092	3.0303030303030303	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_38.conllu	1	27	27.0	4.4	11.11111111111111	18.51851851851852	0	3.7037037037037037	0	18.51851851851852	25.925925925925927	0	0	0	7.407407407407407	3.7037037037037037	11.11111111111111	0	0.52	0	0	0	100.0	0	0	100.0	0	33.333333333333336	0	33.333333333333336	33.333333333333336	0	0	100.0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	4.0	100.0	2.0	0	0	100.0	0	0	0	0	7.0	6.75	8.0	2.0	8	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	3.7037037037037037	3.7037037037037037	3.7037037037037037	0	11.11111111111111	0	0	0	14.814814814814815	0	0	0	3.7037037037037037	0	18.51851851851852	0	0	0	7.407407407407407	7.407407407407407	3.7037037037037037	0	0	3.7037037037037037	7.407407407407407	0	7.407407407407407	3.7037037037037037	0	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0	0
spanish_clean_39.conllu	1	27	27.0	4.1923076923076925	0	18.51851851851852	0	3.7037037037037037	3.7037037037037037	18.51851851851852	25.925925925925927	0	3.7037037037037037	0	3.7037037037037037	7.407407407407407	14.814814814814815	0	0.4230769230769231	0	0	0	100.0	0	0	100.0	0	50.0	0	25.0	25.0	0	0	100.0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	4.0	100.0	2.5	0	0	75.0	0	25.0	0	0	7.0	6.75	5.0	1.96	5	1.0	1	100.0	0	0	0	33.333333333333336	66.66666666666667	0	0	0	7.407407407407407	3.7037037037037037	0	0	0	3.7037037037037037	0	14.814814814814815	3.7037037037037037	0	3.7037037037037037	0	0	18.51851851851852	0	0	3.7037037037037037	11.11111111111111	3.7037037037037037	0	0	0	7.407407407407407	11.11111111111111	0	3.7037037037037037	3.7037037037037037	0	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0	0
spanish_clean_40.conllu	1	31	31.0	5.275862068965517	9.67741935483871	16.129032258064516	6.451612903225806	0	3.225806451612903	16.129032258064516	22.580645161290324	0	6.451612903225806	0	6.451612903225806	0	12.903225806451612	0	0.5517241379310345	0	0	66.66666666666667	33.333333333333336	0	0	100.0	0	50.0	0	0	50.0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	3.25	0	25.0	25.0	0	25.0	0	25.0	4.0	7.75	13.0	2.4285714285714284	13	1.0	1	100.0	0	0	0	100.0	0.0	33.333333333333336	66.66666666666667	3.225806451612903	0	6.451612903225806	3.225806451612903	9.67741935483871	0	0	0	16.129032258064516	0	0	0	0	0	16.129032258064516	3.225806451612903	0	6.451612903225806	3.225806451612903	3.225806451612903	9.67741935483871	0	0	0	9.67741935483871	0	6.451612903225806	3.225806451612903	0	25.0	75.0	66.66666666666667	33.333333333333336	1.0	100.0	0	0	0
spanish_clean_41.conllu	1	14	14.0	5.769230769230769	21.428571428571427	14.285714285714286	7.142857142857143	7.142857142857143	0	14.285714285714286	21.428571428571427	0	0	0	7.142857142857143	0	7.142857142857143	0	0.6153846153846154	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	4.0	14.0	3.0	1.6666666666666667	3	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	7.142857142857143	21.428571428571427	0	0	7.142857142857143	14.285714285714286	0	0	0	0	0	14.285714285714286	0	0	0	0	7.142857142857143	0	7.142857142857143	0	0	7.142857142857143	0	7.142857142857143	7.142857142857143	0	100.0	0.0	0	0	0	0	0	0	0
spanish_clean_42.conllu	1	25	25.0	4.304347826086956	0	24.0	0	0	4.0	24.0	32.0	0	0	0	8.0	0	8.0	0	0.43478260869565216	0	100.0	0	0	0	0	100.0	0	50.0	0	0	50.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	1.5	0	50.0	50.0	0	0	0	0	6.0	12.5	10.0	2.227272727272727	10	2.5	2	50.0	0	0	50.0	0.0	100.0	0	0	0	0	4.0	0	0	0	0	0	24.0	4.0	0	4.0	0	0	24.0	0	0	0	0	20.0	0	0	0	4.0	4.0	0	8.0	4.0	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
spanish_clean_43.conllu	1	18	18.0	5.764705882352941	11.11111111111111	16.666666666666668	5.555555555555555	0	0	22.22222222222222	16.666666666666668	0	0	11.11111111111111	5.555555555555555	0	11.11111111111111	0	0.5882352941176471	0	0	100.0	0	0	0	100.0	0	50.0	0	0	50.0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	4.0	9.0	11.0	2.3125	11	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	5.555555555555555	5.555555555555555	11.11111111111111	0	0	0	16.666666666666668	0	0	0	0	0	22.22222222222222	0	0	0	0	5.555555555555555	5.555555555555555	0	5.555555555555555	5.555555555555555	5.555555555555555	0	5.555555555555555	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_44.conllu	1	11	11.0	4.3	9.090909090909092	9.090909090909092	9.090909090909092	9.090909090909092	9.090909090909092	9.090909090909092	18.181818181818183	0	9.090909090909092	0	9.090909090909092	0	9.090909090909092	0	0.5	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	100.0	0	0	0	100.0	0	100.0	0	0	100.0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	5.5	5.0	2.111111111111111	5	0	0	0	0	0	0	100.0	0.0	100.0	0.0	0	0	9.090909090909092	9.090909090909092	0	0	0	0	18.181818181818183	0	0	0	9.090909090909092	0	9.090909090909092	0	0	9.090909090909092	0	0	9.090909090909092	0	0	0	9.090909090909092	0	9.090909090909092	9.090909090909092	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_45.conllu	1	10	10.0	5.75	10.0	20.0	0	0	0	0	20.0	0	10.0	0	20.0	0	20.0	0	0.625	0	100.0	0	0	0	0	100.0	0	50.0	0	0	50.0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.0	0	50.0	0	50.0	0	0	0	3.0	5.0	6.0	2.0	6	0	0	0	0	0	0	100.0	0.0	0	0	0	0	10.0	0	10.0	0	0	0	20.0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0	0	20.0	0	20.0	10.0	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
spanish_clean_46.conllu	1	24	24.0	4.454545454545454	8.333333333333334	20.833333333333332	0	0	4.166666666666667	8.333333333333334	25.0	0	8.333333333333334	0	8.333333333333334	4.166666666666667	12.5	0	0.5	0	100.0	0	0	0	0	100.0	0	66.66666666666667	0	0	33.333333333333336	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	3.0	0	33.333333333333336	0	0	66.66666666666667	0	0	4.0	8.0	7.0	2.0476190476190474	7	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	4.166666666666667	0	0	0	8.333333333333334	0	0	0	20.833333333333332	4.166666666666667	0	4.166666666666667	0	0	12.5	0	0	0	4.166666666666667	4.166666666666667	4.166666666666667	0	0	4.166666666666667	16.666666666666668	0	8.333333333333334	4.166666666666667	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_47.conllu	1	17	17.0	5.25	17.647058823529413	5.882352941176471	5.882352941176471	11.764705882352942	0	17.647058823529413	17.647058823529413	0	5.882352941176471	0	5.882352941176471	5.882352941176471	5.882352941176471	0	0.5	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	100.0	0	100.0	0	0	0	100.0	2.0	100.0	5.0	0	0	0	0	0	100.0	0	3.0	8.5	7.0	2.2	7	0	0	0	0	0	0	0.0	100.0	50.0	50.0	0	0	0	5.882352941176471	17.647058823529413	0	5.882352941176471	0	5.882352941176471	0	0	0	5.882352941176471	5.882352941176471	17.647058823529413	0	0	5.882352941176471	5.882352941176471	0	5.882352941176471	0	0	0	5.882352941176471	0	5.882352941176471	5.882352941176471	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_48.conllu	1	30	30.0	4.142857142857143	3.3333333333333335	10.0	6.666666666666667	3.3333333333333335	10.0	16.666666666666668	20.0	0	6.666666666666667	0	6.666666666666667	6.666666666666667	10.0	0	0.42857142857142855	0	0	33.333333333333336	66.66666666666667	0	0	100.0	0	66.66666666666667	0	0	33.333333333333336	0	0	100.0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	3.0	100.0	3.3333333333333335	0	0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	7.0	10.0	8.0	2.4074074074074074	8	0	0	0	0	0	0	100.0	0.0	100.0	0.0	0	6.666666666666667	0	3.3333333333333335	3.3333333333333335	0	0	3.3333333333333335	10.0	10.0	0	10.0	0	0	16.666666666666668	3.3333333333333335	0	3.3333333333333335	6.666666666666667	0	0	3.3333333333333335	0	0	6.666666666666667	3.3333333333333335	6.666666666666667	3.3333333333333335	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_49.conllu	1	14	14.0	4.076923076923077	7.142857142857143	14.285714285714286	0	7.142857142857143	7.142857142857143	21.428571428571427	35.714285714285715	0	0	0	7.142857142857143	0	0	0	0.46153846153846156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	14.0	5.0	1.9166666666666667	5	1.0	2	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	7.142857142857143	0	0	0	14.285714285714286	7.142857142857143	0	7.142857142857143	7.142857142857143	0	21.428571428571427	0	0	0	0	14.285714285714286	7.142857142857143	0	0	0	0	0	7.142857142857143	7.142857142857143	0	100.0	0.0	0	0	0	0	0	0	0
spanish_clean_50.conllu	1	31	31.0	4.827586206896552	6.451612903225806	19.35483870967742	9.67741935483871	9.67741935483871	3.225806451612903	12.903225806451612	19.35483870967742	0	0	6.451612903225806	6.451612903225806	3.225806451612903	3.225806451612903	0	0.4827586206896552	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	33.333333333333336	66.66666666666667	0	100.0	0	66.66666666666667	0	33.333333333333336	0	100.0	2.0	100.0	5.0	0	0	0	0	0	100.0	0	5.0	15.5	11.0	2.7142857142857144	11	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	0	0	0	100.0	0.0	0	0	3.225806451612903	9.67741935483871	6.451612903225806	0	3.225806451612903	3.225806451612903	19.35483870967742	0	0	0	3.225806451612903	0	12.903225806451612	3.225806451612903	0	0	3.225806451612903	12.903225806451612	3.225806451612903	3.225806451612903	0	0	3.225806451612903	0	6.451612903225806	3.225806451612903	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
spanish_clean_51.conllu	1	31	31.0	5.862068965517241	12.903225806451612	19.35483870967742	0	0	3.225806451612903	12.903225806451612	32.25806451612903	0	0	0	6.451612903225806	3.225806451612903	9.67741935483871	0	0.5862068965517241	0	0	0	100.0	0	0	100.0	0	66.66666666666667	0	33.333333333333336	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	7.0	10.333333333333334	7.0	2.25	7	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	0	0.0	100.0	100.0	0.0	0	3.225806451612903	3.225806451612903	0	12.903225806451612	0	0	0	16.129032258064516	3.225806451612903	0	6.451612903225806	0	0	12.903225806451612	0	0	0	6.451612903225806	12.903225806451612	3.225806451612903	0	0	6.451612903225806	3.225806451612903	0	6.451612903225806	3.225806451612903	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
spanish_clean_52.conllu	1	24	24.0	5.136363636363637	4.166666666666667	20.833333333333332	0	4.166666666666667	4.166666666666667	12.5	29.166666666666668	0	4.166666666666667	0	8.333333333333334	4.166666666666667	8.333333333333334	0	0.45454545454545453	0	50.0	50.0	0	0	0	100.0	0	50.0	0	0	50.0	100.0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	100.0	0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	8.0	12.0	5.0	2.0	5	1.6666666666666667	3	33.333333333333336	66.66666666666667	0	0	0.0	100.0	0	0	0	4.166666666666667	0	0	4.166666666666667	0	4.166666666666667	0	25.0	0	0	0	0	0	12.5	0	0	0	4.166666666666667	20.833333333333332	0	0	0	8.333333333333334	4.166666666666667	0	8.333333333333334	4.166666666666667	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_53.conllu	1	58	58.0	4.537037037037037	10.344827586206897	3.4482758620689653	12.068965517241379	3.4482758620689653	1.7241379310344827	10.344827586206897	15.517241379310345	0	6.896551724137931	0	6.896551724137931	15.517241379310345	13.793103448275861	0	0.5555555555555556	0	0	12.5	87.5	0	0	87.5	12.5	100.0	0	0	0	75.0	0	25.0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	10.0	100.0	3.25	0	0	0	87.5	0	12.5	0	13.0	5.8	9.0	2.3773584905660377	9	1.0	1	100.0	0	0	0	66.66666666666667	33.333333333333336	80.0	20.0	0	1.7241379310344827	3.4482758620689653	12.068965517241379	6.896551724137931	0	0	0	6.896551724137931	1.7241379310344827	8.620689655172415	1.7241379310344827	3.4482758620689653	1.7241379310344827	10.344827586206897	0	0	6.896551724137931	12.068965517241379	1.7241379310344827	6.896551724137931	0	0	3.4482758620689653	1.7241379310344827	0	6.896551724137931	1.7241379310344827	0	11.11111111111111	88.88888888888889	100.0	0.0	2.6666666666666665	33.333333333333336	33.333333333333336	0	33.333333333333336
spanish_clean_54.conllu	1	31	31.0	5.142857142857143	3.225806451612903	9.67741935483871	0	6.451612903225806	3.225806451612903	25.806451612903224	25.806451612903224	0	0	0	9.67741935483871	6.451612903225806	9.67741935483871	0	0.42857142857142855	0	0	33.333333333333336	66.66666666666667	0	0	100.0	0	66.66666666666667	0	0	33.333333333333336	100.0	0	0	0	0	100.0	0	100.0	0	50.0	50.0	0	0	100.0	3.0	100.0	3.3333333333333335	0	0	66.66666666666667	0	0	0	33.333333333333336	5.0	10.333333333333334	15.0	3.111111111111111	15	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	3.225806451612903	0	3.225806451612903	0	3.225806451612903	3.225806451612903	9.67741935483871	3.225806451612903	3.225806451612903	3.225806451612903	0	0	25.806451612903224	0	0	0	6.451612903225806	6.451612903225806	3.225806451612903	3.225806451612903	0	6.451612903225806	3.225806451612903	0	9.67741935483871	3.225806451612903	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
spanish_clean_55.conllu	1	36	36.0	3.90625	5.555555555555555	13.88888888888889	0	8.333333333333334	2.7777777777777777	16.666666666666668	22.22222222222222	0	5.555555555555555	0	11.11111111111111	5.555555555555555	8.333333333333334	0	0.40625	0	0	66.66666666666667	33.333333333333336	0	0	100.0	0	33.333333333333336	0	0	66.66666666666667	0	0	100.0	0	0	100.0	0	33.333333333333336	66.66666666666667	100.0	0	0	0	100.0	3.0	100.0	4.0	0	0	33.333333333333336	0	33.333333333333336	0	33.333333333333336	5.0	12.0	21.0	3.3225806451612905	21	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	0	2.7777777777777777	0	0	5.555555555555555	0	2.7777777777777777	5.555555555555555	13.88888888888889	2.7777777777777777	0	2.7777777777777777	0	0	19.444444444444443	0	0	0	5.555555555555555	5.555555555555555	5.555555555555555	2.7777777777777777	0	2.7777777777777777	5.555555555555555	2.7777777777777777	11.11111111111111	2.7777777777777777	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_56.conllu	1	27	27.0	3.84	3.7037037037037037	14.814814814814815	3.7037037037037037	3.7037037037037037	0	18.51851851851852	25.925925925925927	0	3.7037037037037037	0	7.407407407407407	7.407407407407407	11.11111111111111	0	0.48	0	0	0	100.0	0	0	0	100.0	33.333333333333336	0	66.66666666666667	0	0	0	100.0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	3.0	100.0	3.3333333333333335	0	0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	5.0	9.0	11.0	2.2083333333333335	11	1.0	3	100.0	0	0	0	50.0	50.0	50.0	50.0	0	0	3.7037037037037037	3.7037037037037037	3.7037037037037037	0	3.7037037037037037	0	14.814814814814815	0	3.7037037037037037	0	0	0	18.51851851851852	0	0	3.7037037037037037	7.407407407407407	11.11111111111111	7.407407407407407	0	0	3.7037037037037037	3.7037037037037037	0	7.407407407407407	3.7037037037037037	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
