identifier	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_PROPN	upos_dist_SYM	upos_dist_ADP	upos_dist_DET	upos_dist_ADV	upos_dist_AUX	upos_dist_X	upos_dist_ADJ	upos_dist_NOUN	upos_dist_PRON	upos_dist_INTJ	upos_dist_CCONJ	upos_dist_NUM	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	lexical_density	verbs_mood_dist_GenPot	verbs_mood_dist_Imp	verbs_mood_dist_GenNec	verbs_mood_dist_Nec	verbs_mood_dist_CndGen	verbs_mood_dist_Ind	verbs_mood_dist_Opt	verbs_mood_dist_CndPot	verbs_mood_dist_Gen	verbs_mood_dist_Pot	verbs_mood_dist_Cnd	verbs_tense_dist_Pres	verbs_tense_dist_Past	verbs_tense_dist_Pqp	verbs_tense_dist_Fut	verbs_form_dist_Conv	verbs_form_dist_Vnoun	verbs_form_dist_Part	verbs_num_pers_dist	aux_mood_dist_CndGen	aux_mood_dist_GenPot	aux_mood_dist_Imp	aux_mood_dist_Nec	aux_mood_dist_Cnd	aux_mood_dist_Ind	aux_mood_dist_Gen	aux_tense_dist_Pres	aux_tense_dist_Pqp	aux_tense_dist_Fut	aux_tense_dist_Past	aux_form_dist_Vnoun	aux_form_dist_Conv	aux_num_pers_dist	verbal_head_per_sent	verbal_root_perc	avg_token_per_clause	avg_links_len	max_links_len	avg_max_links_len	avg_max_depth	dep_dist_aux:q	dep_dist_cc:preconj	dep_dist_case	dep_dist_nmod:poss	dep_dist_advmod	dep_dist_discourse	dep_dist_det	dep_dist_punct	dep_dist_clf	dep_dist_obj	dep_dist_dep	dep_dist_nmod	dep_dist_cop	dep_dist_nummod	dep_dist_goeswith	dep_dist_conj	dep_dist_mark	dep_dist_compound:redup	dep_dist_dislocated	dep_dist_flat	dep_dist_parataxis	dep_dist_root	dep_dist_amod	dep_dist_advcl	dep_dist_appos	dep_dist_csubj	dep_dist_ccomp	dep_dist_compound	dep_dist_advmod:emph	dep_dist_iobj	dep_dist_nsubj	dep_dist_obl	dep_dist_orphan	dep_dist_cc	dep_dist_aux	dep_dist_acl	dep_dist_fixed	dep_dist_xcomp	dep_dist_compound:lvc	subj_pre	subj_post	obj_pre	obj_post	n_prepositional_chains	avg_prepositional_chain_len	prepositional_chain_distribution	subordinate_chains_distribution	avg_subordinate_chain_len	principal_proposition_dist	subordinate_proposition_dist	subordinate_pre	subordinate_post	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_1	verb_edges_dist_6	verb_edges_dist_0	verb_edges_dist_5	avg_verb_edges
01115005.conllu	1	7	7.0	6.0	0	0	0	0	0	0	0	0	57.142857142857146	0	0	0	14.285714285714286	14.285714285714286	0	14.285714285714286	0.8333333333333334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	7.0	1.2	2.0	2.0	0	0	0	0	28.571428571428573	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	28.571428571428573	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0
01115013.conllu	1	18	18.0	5.352941176470588	0	0	5.555555555555555	11.11111111111111	16.666666666666668	5.555555555555555	0	11.11111111111111	22.22222222222222	0	0	5.555555555555555	0	5.555555555555555	0	16.666666666666668	0.7058823529411765	0	0	0	0	0	66.66666666666667	0	0	33.333333333333336	0	0	66.66666666666667	0	0	33.333333333333336	0	50.0	50.0	0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	3.0	0	6.0	3.0625	12.0	12.0	0	0	0	5.555555555555555	0	11.11111111111111	0	11.11111111111111	5.555555555555555	0	0	0	0	5.555555555555555	0	0	5.555555555555555	0	0	0	0	0	5.555555555555555	5.555555555555555	5.555555555555555	0	0	0	0	5.555555555555555	0	5.555555555555555	11.11111111111111	0	5.555555555555555	0	11.11111111111111	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	33.333333333333336	0	0	33.333333333333336	0	2.3333333333333335
01116009.conllu	1	15	15.0	6.333333333333333	20.0	0	6.666666666666667	6.666666666666667	0	0	0	6.666666666666667	33.333333333333336	0	0	0	0	20.0	0	6.666666666666667	0.8333333333333334	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	15.0	3.6363636363636362	11.0	11.0	0	0	0	6.666666666666667	13.333333333333334	0	0	6.666666666666667	20.0	0	0	0	0	0	0	0	13.333333333333334	0	0	0	0	0	6.666666666666667	13.333333333333334	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
01116014.conllu	1	3	3.0	8.5	0	0	0	0	0	0	0	33.333333333333336	33.333333333333336	0	0	0	0	33.333333333333336	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01116018.conllu	1	17	17.0	5.533333333333333	0	0	5.882352941176471	5.882352941176471	17.647058823529413	5.882352941176471	0	5.882352941176471	29.41176470588235	5.882352941176471	0	0	0	11.764705882352942	0	11.764705882352942	0.7333333333333333	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	5.666666666666667	2.857142857142857	11.0	11.0	0	0	0	5.882352941176471	11.764705882352942	17.647058823529413	0	5.882352941176471	11.764705882352942	0	5.882352941176471	0	0	5.882352941176471	0	0	0	0	0	5.882352941176471	0	0	5.882352941176471	0	0	0	0	0	0	0	0	5.882352941176471	0	0	0	0	11.764705882352942	0	5.882352941176471	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	50.0	0	0	0	1.5
01116021.conllu	1	11	11.0	7.222222222222222	0	0	0	0	0	0	0	0	54.54545454545455	0	0	0	0	18.181818181818183	0	27.272727272727273	1.0	0	0	0	0	0	100.0	0	0	0	0	0	66.66666666666667	0	0	33.333333333333336	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	3.6666666666666665	2.125	6.0	6.0	0	0	0	0	0	0	0	0	18.181818181818183	0	9.090909090909092	0	0	0	0	0	9.090909090909092	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	18.181818181818183	27.272727272727273	0	0	0	9.090909090909092	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	66.66666666666667	0	0	0	0	33.333333333333336	0	1.3333333333333333
01116035.conllu	1	17	17.0	5.533333333333333	5.882352941176471	0	5.882352941176471	5.882352941176471	11.764705882352942	0	0	0	23.529411764705884	11.764705882352942	0	0	0	11.764705882352942	0	23.529411764705884	0.7333333333333333	33.333333333333336	0	0	0	0	33.333333333333336	33.333333333333336	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	4.25	3.4285714285714284	15.0	15.0	0	0	0	5.882352941176471	0	11.764705882352942	0	5.882352941176471	11.764705882352942	0	17.647058823529413	0	0	0	0	0	0	0	5.882352941176471	0	0	0	5.882352941176471	0	11.764705882352942	0	0	0	0	0	5.882352941176471	17.647058823529413	0	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	25.0	0	25.0	0	0	50.0	0	1.5
01117007.conllu	1	12	12.0	6.090909090909091	0	0	8.333333333333334	0	0	0	0	16.666666666666668	41.666666666666664	0	0	16.666666666666668	0	8.333333333333334	0	8.333333333333334	0.7272727272727273	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	12.0	2.7	9.0	9.0	0	0	0	8.333333333333334	8.333333333333334	0	0	0	8.333333333333334	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	8.333333333333334	16.666666666666668	0	0	0	0	0	0	0	0	16.666666666666668	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
01117014.conllu	1	9	9.0	7.0	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	0	0	0	0	33.333333333333336	11.11111111111111	33.333333333333336	0.8333333333333334	33.333333333333336	0	0	33.333333333333336	33.333333333333336	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	3.0	2.8	7.0	7.0	0	0	0	0	0	11.11111111111111	0	0	33.333333333333336	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	11.11111111111111	11.11111111111111	11.11111111111111	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	33.333333333333336	0	0	0	66.66666666666667	0	1.0
01118003.conllu	1	3	3.0	5.5	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	33.333333333333336	0	33.333333333333336	1.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	33.333333333333336	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
01118010.conllu	1	13	13.0	5.75	0	0	15.384615384615385	0	0	0	0	15.384615384615385	38.46153846153846	7.6923076923076925	0	0	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	0.6666666666666666	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	13.0	2.5454545454545454	9.0	9.0	0	0	0	15.384615384615385	15.384615384615385	0	0	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	0	0	7.6923076923076925	0	0	0	0	0	0	0	7.6923076923076925	15.384615384615385	0	0	0	0	0	0	0	0	15.384615384615385	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
01118017.conllu	1	12	12.0	6.7	8.333333333333334	0	8.333333333333334	0	0	0	0	0	25.0	16.666666666666668	0	0	0	16.666666666666668	8.333333333333334	16.666666666666668	0.6	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	6.0	2.4444444444444446	7.0	7.0	0	0	0	8.333333333333334	8.333333333333334	0	0	0	16.666666666666668	0	8.333333333333334	0	0	0	0	0	0	8.333333333333334	0	0	0	0	8.333333333333334	0	8.333333333333334	0	0	0	0	0	0	16.666666666666668	16.666666666666668	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	50.0	0	0	50.0	0	2.0
01119011.conllu	1	23	23.0	5.368421052631579	0	0	4.3478260869565215	13.043478260869565	0	4.3478260869565215	0	17.391304347826086	34.78260869565217	0	0	4.3478260869565215	0	17.391304347826086	0	4.3478260869565215	0.6842105263157895	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	0	0	0	1.0	0	23.0	4.5	20.0	20.0	0	0	0	4.3478260869565215	13.043478260869565	0	0	13.043478260869565	17.391304347826086	0	4.3478260869565215	0	0	4.3478260869565215	0	0	4.3478260869565215	0	0	0	0	0	4.3478260869565215	17.391304347826086	0	0	0	0	0	0	0	4.3478260869565215	8.695652173913043	0	4.3478260869565215	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	1.0
01119012.conllu	1	19	19.0	5.466666666666667	0	0	10.526315789473685	10.526315789473685	0	0	0	10.526315789473685	36.8421052631579	0	0	0	0	21.05263157894737	0	10.526315789473685	0.7333333333333333	0	0	0	0	0	100.0	0	0	0	0	0	0	50.0	0	50.0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	9.5	2.5714285714285716	9.0	9.0	0	0	0	10.526315789473685	5.2631578947368425	0	0	10.526315789473685	21.05263157894737	0	5.2631578947368425	0	0	0	0	0	0	0	0	0	0	0	5.2631578947368425	5.2631578947368425	5.2631578947368425	5.2631578947368425	0	0	0	0	0	0	15.789473684210526	0	0	0	10.526315789473685	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0	50.0	0	1.0
01119017.conllu	1	13	13.0	3.909090909090909	7.6923076923076925	0	0	7.6923076923076925	30.76923076923077	7.6923076923076925	0	15.384615384615385	15.384615384615385	0	0	0	0	15.384615384615385	0	0	0.8181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	13.0	4.0	11.0	11.0	0	0	0	0	7.6923076923076925	23.076923076923077	0	7.6923076923076925	15.384615384615385	0	0	0	0	7.6923076923076925	0	0	0	0	0	0	0	0	7.6923076923076925	7.6923076923076925	0	0	0	0	0	7.6923076923076925	0	7.6923076923076925	0	0	0	0	7.6923076923076925	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01119019.conllu	1	8	8.0	5.142857142857143	0	0	0	0	37.5	12.5	0	0	37.5	0	0	0	0	12.5	0	0	0.8571428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	2.5	5.0	5.0	0	0	0	0	12.5	25.0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	12.5	0	12.5	0	0	0	12.5	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01120008.conllu	1	20	20.0	6.473684210526316	5.0	0	10.0	5.0	5.0	5.0	0	15.0	35.0	5.0	0	0	0	5.0	0	10.0	0.7368421052631579	50.0	0	0	0	0	50.0	0	0	0	0	0	100.0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	6.666666666666667	2.3333333333333335	8.0	8.0	0	0	0	5.0	15.0	5.0	0	5.0	5.0	0	10.0	0	5.0	5.0	0	0	0	0	0	0	0	0	5.0	10.0	0	0	0	0	0	0	0	10.0	5.0	0	0	0	10.0	0	0	5.0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	50.0	0	0.5
01120010.conllu	1	16	16.0	5.071428571428571	6.25	0	0	6.25	12.5	0	0	25.0	31.25	6.25	0	0	0	12.5	0	0	0.8571428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.769230769230769	13.0	13.0	0	0	0	0	6.25	6.25	0	6.25	12.5	0	18.75	0	0	0	0	0	0	0	0	0	0	0	6.25	12.5	0	0	0	0	0	6.25	0	6.25	6.25	0	0	0	12.5	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01120020.conllu	1	8	8.0	6.428571428571429	0	0	12.5	12.5	0	0	0	12.5	25.0	12.5	0	0	0	12.5	0	12.5	0.5714285714285714	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	8.0	1.6666666666666667	4.0	4.0	0	0	0	12.5	12.5	0	0	12.5	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	25.0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
01121032.conllu	1	13	13.0	6.545454545454546	15.384615384615385	0	0	0	7.6923076923076925	7.6923076923076925	0	15.384615384615385	15.384615384615385	7.6923076923076925	0	0	0	15.384615384615385	0	15.384615384615385	0.8181818181818182	0	0	0	0	0	50.0	0	0	50.0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	4.333333333333333	2.8	10.0	10.0	0	0	0	0	0	0	0	0	15.384615384615385	0	7.6923076923076925	0	0	7.6923076923076925	0	0	0	0	7.6923076923076925	0	0	0	7.6923076923076925	15.384615384615385	7.6923076923076925	0	0	7.6923076923076925	0	7.6923076923076925	0	15.384615384615385	0	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	50.0	0	50.0	0	0.5
01121051.conllu	1	6	6.0	6.0	0	0	0	0	33.333333333333336	0	0	0	16.666666666666668	0	0	0	16.666666666666668	16.666666666666668	0	16.666666666666668	0.8	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	6.0	1.75	3.0	3.0	0	0	0	0	0	33.333333333333336	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	16.666666666666668	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
01122024.conllu	1	28	28.0	5.095238095238095	3.5714285714285716	0	3.5714285714285716	10.714285714285714	7.142857142857143	3.5714285714285716	0	10.714285714285714	25.0	3.5714285714285716	0	0	0	25.0	0	7.142857142857143	0.7142857142857143	0	0	0	0	0	100.0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	3.0	100.0	9.333333333333334	4.15	26.0	26.0	0	0	0	3.5714285714285716	7.142857142857143	3.5714285714285716	0	10.714285714285714	25.0	0	0	0	0	3.5714285714285716	0	0	0	0	0	0	0	7.142857142857143	3.5714285714285716	3.5714285714285716	0	0	0	3.5714285714285716	0	3.5714285714285716	0	10.714285714285714	10.714285714285714	0	0	0	3.5714285714285716	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
01123010.conllu	1	12	12.0	6.0	8.333333333333334	0	0	8.333333333333334	8.333333333333334	8.333333333333334	0	0	41.666666666666664	0	0	0	0	16.666666666666668	0	8.333333333333334	0.8	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	1.0	0	12.0	2.6666666666666665	9.0	9.0	0	0	0	0	25.0	8.333333333333334	0	8.333333333333334	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	16.666666666666668	0	0	0	0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0
01123012.conllu	1	11	11.0	5.6	18.181818181818183	0	9.090909090909092	9.090909090909092	0	0	0	0	36.36363636363637	0	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092	0.7	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	11.0	2.6666666666666665	9.0	9.0	0	0	0	9.090909090909092	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	0	0	9.090909090909092	0	9.090909090909092	0	0	0	0	0	0	0	9.090909090909092	9.090909090909092	0	0	0	0	0	0	0	9.090909090909092	18.181818181818183	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
01123024.conllu	1	9	9.0	5.375	0	0	11.11111111111111	0	22.22222222222222	0	0	11.11111111111111	22.22222222222222	0	0	0	0	11.11111111111111	0	22.22222222222222	0.875	0	0	0	0	0	50.0	0	0	50.0	0	0	50.0	0	0	50.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	4.5	2.142857142857143	7.0	7.0	0	0	0	11.11111111111111	0	11.11111111111111	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	11.11111111111111	11.11111111111111	0	0	0	0	11.11111111111111	0	11.11111111111111	11.11111111111111	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	50.0	0	0	0	0	50.0	0	1.0
01125009.conllu	1	23	23.0	5.9523809523809526	0	0	4.3478260869565215	8.695652173913043	13.043478260869565	8.695652173913043	0	4.3478260869565215	34.78260869565217	0	0	0	0	8.695652173913043	0	17.391304347826086	0.7619047619047619	0	0	0	0	0	100.0	0	0	0	0	0	50.0	25.0	0	25.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	100.0	3.8333333333333335	2.85	16.0	16.0	0	0	0	4.3478260869565215	8.695652173913043	13.043478260869565	0	8.695652173913043	8.695652173913043	0	4.3478260869565215	0	0	8.695652173913043	0	0	4.3478260869565215	0	0	0	0	0	4.3478260869565215	4.3478260869565215	8.695652173913043	0	0	0	4.3478260869565215	0	0	4.3478260869565215	4.3478260869565215	0	0	0	4.3478260869565215	0	4.3478260869565215	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	25.0	0	50.0	0	25.0	0	1.25
01125016.conllu	1	15	15.0	7.076923076923077	20.0	0	0	0	0	0	6.666666666666667	0	46.666666666666664	0	0	0	0	13.333333333333334	0	13.333333333333334	0.9230769230769231	0	0	0	0	0	100.0	0	0	0	0	0	50.0	50.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	7.5	2.4166666666666665	12.0	12.0	0	0	0	0	13.333333333333334	0	0	0	13.333333333333334	0	13.333333333333334	0	0	0	0	0	0	0	0	0	20.0	0	6.666666666666667	6.666666666666667	6.666666666666667	13.333333333333334	0	0	0	0	0	6.666666666666667	0	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	50.0	0	50.0	0	0.5
01125030.conllu	1	19	19.0	5.8125	0	0	10.526315789473685	5.2631578947368425	0	5.2631578947368425	0	21.05263157894737	31.57894736842105	0	0	0	0	15.789473684210526	5.2631578947368425	5.2631578947368425	0.6875	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	0	0	0	1.0	0	19.0	3.066666666666667	16.0	16.0	0	0	0	10.526315789473685	5.2631578947368425	0	5.2631578947368425	5.2631578947368425	15.789473684210526	0	10.526315789473685	0	0	5.2631578947368425	0	0	0	0	0	0	0	0	5.2631578947368425	10.526315789473685	0	0	0	0	0	0	0	5.2631578947368425	10.526315789473685	0	0	0	5.2631578947368425	5.2631578947368425	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	2.0
01127008.conllu	1	27	27.0	6.24	11.11111111111111	0	3.7037037037037037	0	3.7037037037037037	7.407407407407407	0	7.407407407407407	33.333333333333336	0	0	3.7037037037037037	14.814814814814815	7.407407407407407	0	7.407407407407407	0.68	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	100.0	0	100.0	0	0	0	100.0	0	0	4.0	100.0	6.75	4.25	24.0	24.0	0	0	0	3.7037037037037037	7.407407407407407	3.7037037037037037	0	0	7.407407407407407	0	3.7037037037037037	0	7.407407407407407	7.407407407407407	14.814814814814815	0	3.7037037037037037	0	0	0	3.7037037037037037	0	3.7037037037037037	7.407407407407407	0	0	0	0	0	0	0	7.407407407407407	11.11111111111111	0	3.7037037037037037	0	3.7037037037037037	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	50.0	0	0	0	0	50.0	0	1.0
01127089.conllu	1	5	5.0	6.75	0	0	0	0	20.0	0	0	0	20.0	20.0	0	0	0	20.0	0	20.0	0.75	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	5.0	1.3333333333333333	2.0	2.0	0	0	0	0	0	20.0	0	0	20.0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
01127130.conllu	1	14	14.0	6.0	21.428571428571427	0	7.142857142857143	0	0	0	0	28.571428571428573	21.428571428571427	0	0	0	7.142857142857143	7.142857142857143	0	7.142857142857143	0.8461538461538461	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	14.0	1.9166666666666667	6.0	6.0	0	0	0	7.142857142857143	7.142857142857143	0	0	0	7.142857142857143	0	0	0	0	0	7.142857142857143	0	0	0	0	0	7.142857142857143	0	7.142857142857143	14.285714285714286	0	0	0	0	0	0	7.142857142857143	7.142857142857143	14.285714285714286	0	0	0	7.142857142857143	0	7.142857142857143	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0
01128017.conllu	1	20	20.0	6.166666666666667	0	0	5.0	0	10.0	5.0	0	0	40.0	10.0	0	5.0	5.0	10.0	0	10.0	0.6666666666666666	0	0	0	0	0	0	0	0	50.0	0	50.0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	6.666666666666667	4.0	16.0	16.0	0	0	0	5.0	5.0	5.0	0	0	10.0	5.0	5.0	0	0	5.0	5.0	0	5.0	0	0	0	0	0	5.0	5.0	10.0	0	0	0	0	5.0	0	10.0	10.0	0	5.0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	50.0	0	0	0	0	50.0	0	1.0
01128021.conllu	1	17	17.0	6.6	0	0	0	5.882352941176471	5.882352941176471	5.882352941176471	0	5.882352941176471	35.294117647058826	0	0	11.764705882352942	0	11.764705882352942	0	17.647058823529413	0.7333333333333333	0	0	0	0	0	33.333333333333336	0	0	66.66666666666667	0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	4.25	3.0	10.0	10.0	0	0	0	0	0	5.882352941176471	0	5.882352941176471	11.764705882352942	0	11.764705882352942	0	0	5.882352941176471	0	0	11.764705882352942	0	0	0	0	0	5.882352941176471	0	11.764705882352942	0	0	0	0	0	5.882352941176471	5.882352941176471	0	0	11.764705882352942	0	5.882352941176471	0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	33.333333333333336	0	33.333333333333336	0	33.333333333333336	0	1.3333333333333333
