Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Sing+	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_cc:preconj	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:predet	dep_dist_discourse	dep_dist_expl	dep_dist_fixed	dep_dist_flat	dep_dist_goeswith	dep_dist_iobj	dep_dist_list	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:npmod	dep_dist_nmod:poss	dep_dist_nmod:tmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:npmod	dep_dist_obl:tmod	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
train_sents_191.conllu	1	13	13.0	3.5454545454545454	7.6923076923076925	7.6923076923076925	15.384615384615385	7.6923076923076925	0	0	0	0	0	0	15.384615384615385	15.384615384615385	15.384615384615385	0	0	15.384615384615385	0	0.6363636363636364	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	100.0	0	0	0	0	0	100.0	3.0	100.0	3.0	0	0	50.0	0	50.0	0	0	3.0	4.333333333333333	8.0	2.3	8	0	0	0	0	0	0	0	0	100.0	0.0	0	0	7.6923076923076925	7.6923076923076925	0	0	0	0	7.6923076923076925	0	0	0	0	0	0	7.6923076923076925	0	0	0	0	0	0	0	0	0	0	7.6923076923076925	0	0	0	0	23.076923076923077	0	0	0	7.6923076923076925	0	0	7.6923076923076925	15.384615384615385	7.6923076923076925	0	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_192.conllu	1	9	9.0	4.428571428571429	11.11111111111111	11.11111111111111	22.22222222222222	11.11111111111111	0	0	0	0	0	0	22.22222222222222	0	22.22222222222222	0	0	0	0	0.42857142857142855	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	100.0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	9.0	4.0	2.1666666666666665	4	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	22.22222222222222	0	0	0	0	11.11111111111111	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	0	0	0	22.22222222222222	11.11111111111111	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_193.conllu	1	11	11.0	3.2222222222222223	0	27.272727272727273	0	9.090909090909092	0	9.090909090909092	0	27.272727272727273	0	0	9.090909090909092	0	18.181818181818183	0	0	0	0	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	100.0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	11.0	5.0	2.25	5	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	27.272727272727273	0	0	0	0	0	0	9.090909090909092	0	9.090909090909092	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	9.090909090909092	0	0	0	9.090909090909092	0	0	0	18.181818181818183	9.090909090909092	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_194.conllu	1	11	11.0	3.625	0	9.090909090909092	0	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	0	27.272727272727273	0	27.272727272727273	0	0	9.090909090909092	0	0.25	0	100.0	0	100.0	100.0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	100.0	0	0	0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	5.5	5.0	2.7142857142857144	5	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	9.090909090909092	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	9.090909090909092	0	18.181818181818183	0	0	0	9.090909090909092	0	0	0	27.272727272727273	9.090909090909092	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_195.conllu	1	26	26.0	3.869565217391304	0	7.6923076923076925	15.384615384615385	3.8461538461538463	3.8461538461538463	7.6923076923076925	0	11.538461538461538	0	0	11.538461538461538	7.6923076923076925	11.538461538461538	3.8461538461538463	0	15.384615384615385	0	0.5652173913043478	100.0	0	0	100.0	25.0	25.0	25.0	25.0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	4.0	100.0	3.0	0	50.0	0	0	0	50.0	0	5.0	6.5	8.0	2.6818181818181817	8	0	0	0	0	0	0	0.0	100.0	100.0	0.0	3.8461538461538463	0	3.8461538461538463	7.6923076923076925	0	0	3.8461538461538463	0	7.6923076923076925	3.8461538461538463	0	3.8461538461538463	3.8461538461538463	0	3.8461538461538463	0	0	7.6923076923076925	0	0	0	3.8461538461538463	3.8461538461538463	0	0	0	3.8461538461538463	0	0	0	0	7.6923076923076925	0	0	7.6923076923076925	7.6923076923076925	0	0	0	11.538461538461538	3.8461538461538463	0	0	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0	0	0
train_sents_196.conllu	1	9	9.0	4.166666666666667	0	0	0	0	11.11111111111111	11.11111111111111	0	22.22222222222222	0	0	11.11111111111111	0	33.333333333333336	0	0	11.11111111111111	0	0.5	0	100.0	0	100.0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	2.0	0	0	100.0	0	0	0	0	2.0	9.0	4.0	2.0	4	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	11.11111111111111	0	11.11111111111111	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	33.333333333333336	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0
train_sents_197.conllu	1	9	9.0	5.285714285714286	0	11.11111111111111	0	11.11111111111111	0	0	0	22.22222222222222	0	11.11111111111111	0	22.22222222222222	22.22222222222222	0	0	0	0	0.5714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	100.0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	9.0	4.0	2.0	4	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	11.11111111111111	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	11.11111111111111	0	22.22222222222222	11.11111111111111	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_198.conllu	1	18	18.0	3.9285714285714284	0	5.555555555555555	0	5.555555555555555	5.555555555555555	0	0	5.555555555555555	0	5.555555555555555	22.22222222222222	11.11111111111111	22.22222222222222	0	0	16.666666666666668	0	0.42857142857142855	100.0	0	0	100.0	33.333333333333336	0	66.66666666666667	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	3.0	100.0	3.3333333333333335	0	0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	3.0	6.0	10.0	2.230769230769231	10	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	5.555555555555555	0	5.555555555555555	5.555555555555555	0	5.555555555555555	0	0	0	0	0	0	0	0	0	0	5.555555555555555	0	5.555555555555555	0	5.555555555555555	0	0	0	0	11.11111111111111	0	0	11.11111111111111	5.555555555555555	0	0	0	22.22222222222222	5.555555555555555	0	5.555555555555555	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_199.conllu	1	8	8.0	3.6	0	12.5	12.5	12.5	0	0	0	0	0	0	12.5	0	37.5	0	0	12.5	0	0.4	0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	1.0	8.0	3.0	1.75	3	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	12.5	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	12.5	0	0	0	37.5	12.5	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_200.conllu	1	8	8.0	3.8	0	0	25.0	0	0	0	0	12.5	0	0	12.5	0	37.5	0	0	12.5	0	0.8	0	100.0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	8.0	5.0	2.5	5	0	0	0	0	0	0	0.0	100.0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	37.5	12.5	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_201.conllu	1	7	7.0	3.6	0	14.285714285714286	0	0	0	14.285714285714286	0	14.285714285714286	0	0	14.285714285714286	0	28.571428571428573	0	0	14.285714285714286	0	0.4	0	100.0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	2.0	7.0	3.0	1.75	3	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	14.285714285714286	0	0	0	28.571428571428573	14.285714285714286	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_202.conllu	1	45	45.0	4.175	6.666666666666667	15.555555555555555	4.444444444444445	8.88888888888889	2.2222222222222223	11.11111111111111	0	15.555555555555555	2.2222222222222223	0	11.11111111111111	0	11.11111111111111	2.2222222222222223	0	8.88888888888889	0	0.4	100.0	0	0	0	0	25.0	0	75.0	0	0	0	0	100.0	0	0	100.0	100.0	0	0	0	75.0	0	25.0	5.0	100.0	2.5	0	50.0	0	25.0	0	25.0	0	5.0	9.0	30.0	3.3333333333333335	30	1.5	2	50.0	50.0	0	0	0.0	100.0	100.0	0.0	0	0	4.444444444444445	4.444444444444445	4.444444444444445	0	6.666666666666667	0	13.333333333333334	2.2222222222222223	0	0	0	2.2222222222222223	2.2222222222222223	2.2222222222222223	2.2222222222222223	11.11111111111111	0	0	0	0	0	0	0	0	2.2222222222222223	6.666666666666667	0	2.2222222222222223	0	6.666666666666667	0	2.2222222222222223	4.444444444444445	6.666666666666667	0	0	0	11.11111111111111	2.2222222222222223	0	0	25.0	75.0	66.66666666666667	33.333333333333336	1.0	100.0	0	0	0	0
train_sents_203.conllu	1	8	8.0	4.0	0	12.5	12.5	0	0	25.0	0	25.0	0	0	0	0	12.5	0	0	12.5	0	0.5714285714285714	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	8.0	3.0	1.6666666666666667	3	1.0	1	100.0	0	0	0	0.0	100.0	0	0	0	0	0	12.5	0	0	0	0	12.5	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	12.5	0	0	0	0	12.5	12.5	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_204.conllu	1	20	20.0	3.6470588235294117	0	10.0	0	5.0	5.0	10.0	0	5.0	0	0	20.0	15.0	15.0	0	0	15.0	0	0.4117647058823529	100.0	0	0	100.0	66.66666666666667	33.333333333333336	0	0	50.0	0	0	50.0	100.0	0	0	100.0	100.0	0	0	0	0	0	100.0	3.0	100.0	2.3333333333333335	0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	4.0	6.666666666666667	12.0	2.875	12	1.0	2	100.0	0	0	0	0	0	66.66666666666667	33.333333333333336	0	0	5.0	0	0	0	0	0	10.0	5.0	0	10.0	0	0	0	5.0	0	10.0	0	0	5.0	0	5.0	0	0	0	0	10.0	0	0	0	15.0	0	0	0	0	0	0	0	15.0	5.0	0	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0	0	0
train_sents_205.conllu	1	10	10.0	4.333333333333333	0	10.0	10.0	0	10.0	0	0	0	0	0	20.0	0	40.0	0	0	10.0	0	0.3333333333333333	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	2.0	0	0	100.0	0	0	0	0	2.0	10.0	4.0	1.8	4	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	10.0	0	0	0	0	0	10.0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0	0	10.0	40.0	10.0	0	0	0	0	0	0	0	0	0	0	0	0
train_sents_206.conllu	1	12	12.0	3.9	0	0	0	0	0	8.333333333333334	0	16.666666666666668	0	8.333333333333334	8.333333333333334	16.666666666666668	16.666666666666668	8.333333333333334	0	16.666666666666668	0	0.6	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	3.0	6.0	8.0	2.111111111111111	8	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	8.333333333333334	0	0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	0	0	0	0	8.333333333333334	0	0	0	0	0	0	0	0	8.333333333333334	0	0	8.333333333333334	0	16.666666666666668	0	0	8.333333333333334	0	0	0	0	16.666666666666668	8.333333333333334	0	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0	0
train_sents_207.conllu	1	15	15.0	3.4166666666666665	6.666666666666667	6.666666666666667	13.333333333333334	6.666666666666667	0	6.666666666666667	0	6.666666666666667	0	6.666666666666667	13.333333333333334	6.666666666666667	20.0	0	0	6.666666666666667	0	0.5	0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	100.0	100.0	0	0	0	0	0	100.0	2.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	7.5	5.0	2.0	5	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	6.666666666666667	6.666666666666667	0	0	0	0	6.666666666666667	0	0	0	0	0	0	6.666666666666667	0	6.666666666666667	0	0	0	6.666666666666667	0	0	0	0	6.666666666666667	0	0	0	0	6.666666666666667	0	0	6.666666666666667	6.666666666666667	0	6.666666666666667	0	20.0	6.666666666666667	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_208.conllu	1	23	23.0	3.9	13.043478260869565	4.3478260869565215	4.3478260869565215	8.695652173913043	0	13.043478260869565	0	13.043478260869565	0	8.695652173913043	8.695652173913043	0	13.043478260869565	0	0	13.043478260869565	0	0.5	100.0	0	0	0	0	0	66.66666666666667	33.333333333333336	0	0	0	0	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	4.0	7.666666666666667	19.0	3.3157894736842106	19	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	4.3478260869565215	8.695652173913043	8.695652173913043	8.695652173913043	0	8.695652173913043	0	4.3478260869565215	0	0	0	0	0	0	0	0	13.043478260869565	0	0	0	0	0	0	0	0	4.3478260869565215	0	0	0	0	8.695652173913043	0	0	8.695652173913043	4.3478260869565215	0	0	0	13.043478260869565	4.3478260869565215	0	0	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0	0	0
train_sents_209.conllu	1	14	14.0	3.4166666666666665	7.142857142857143	0	0	21.428571428571427	0	0	0	7.142857142857143	0	0	28.571428571428573	0	14.285714285714286	7.142857142857143	0	14.285714285714286	0	0.3333333333333333	100.0	0	0	0	0	0	0	100.0	0	0	0	0	50.0	50.0	0	100.0	100.0	0	0	0	100.0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	2.0	7.0	6.0	2.3636363636363638	6	0	0	0	0	0	0	33.333333333333336	66.66666666666667	100.0	0.0	0	0	7.142857142857143	0	7.142857142857143	0	21.428571428571427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.142857142857143	0	0	0	0	14.285714285714286	0	0	21.428571428571427	0	0	0	0	14.285714285714286	7.142857142857143	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_210.conllu	1	39	39.0	4.833333333333333	2.5641025641025643	15.384615384615385	5.128205128205129	10.256410256410257	2.5641025641025643	12.820512820512821	0	20.512820512820515	0	2.5641025641025643	7.6923076923076925	2.5641025641025643	7.6923076923076925	0	0	10.256410256410257	0	0.4444444444444444	100.0	0	0	100.0	25.0	0	0	75.0	100.0	0	0	0	100.0	0	0	100.0	50.0	25.0	0	25.0	100.0	0	0	4.0	100.0	3.25	0	0	0	75.0	25.0	0	0	6.0	9.75	26.0	3.5142857142857142	26	1.5	2	50.0	50.0	0	0	0.0	100.0	100.0	0.0	0	0	2.5641025641025643	5.128205128205129	2.5641025641025643	0	7.6923076923076925	2.5641025641025643	17.94871794871795	2.5641025641025643	0	2.5641025641025643	2.5641025641025643	0	2.5641025641025643	0	0	12.820512820512821	0	0	0	0	0	0	0	0	0	7.6923076923076925	0	5.128205128205129	0	2.5641025641025643	2.5641025641025643	0	2.5641025641025643	7.6923076923076925	0	0	0	7.6923076923076925	2.5641025641025643	0	0	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0	0	0
train_sents_211.conllu	1	16	16.0	4.0	0	12.5	0	0	0	12.5	0	18.75	6.25	0	12.5	0	25.0	0	0	12.5	0	0.4166666666666667	50.0	50.0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	4.0	8.0	6.0	2.1818181818181817	6	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	6.25	0	0	0	12.5	0	6.25	6.25	6.25	0	0	6.25	25.0	6.25	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_212.conllu	1	21	21.0	3.9375	0	4.761904761904762	4.761904761904762	14.285714285714286	0	14.285714285714286	0	19.047619047619047	0	0	4.761904761904762	0	23.80952380952381	4.761904761904762	0	9.523809523809524	0	0.4375	100.0	0	0	0	0	0	50.0	50.0	0	0	0	0	100.0	0	0	100.0	66.66666666666667	0	0	33.333333333333336	100.0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	4.0	10.5	11.0	3.933333333333333	11	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	4.761904761904762	0	0	9.523809523809524	4.761904761904762	4.761904761904762	0	0	4.761904761904762	4.761904761904762	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	4.761904761904762	4.761904761904762	0	0	0	9.523809523809524	4.761904761904762	0	0	0	0	0	0	23.80952380952381	4.761904761904762	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_213.conllu	1	17	17.0	4.866666666666666	5.882352941176471	11.764705882352942	11.764705882352942	0	5.882352941176471	11.764705882352942	0	17.647058823529413	0	0	5.882352941176471	5.882352941176471	11.764705882352942	0	0	11.764705882352942	0	0.6	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	4.0	8.5	7.0	2.2142857142857144	7	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	11.764705882352942	5.882352941176471	0	0	0	11.764705882352942	5.882352941176471	0	0	0	0	5.882352941176471	0	0	11.764705882352942	0	0	0	0	0	0	0	0	0	5.882352941176471	0	5.882352941176471	0	5.882352941176471	0	0	5.882352941176471	5.882352941176471	0	0	0	11.764705882352942	5.882352941176471	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_214.conllu	1	21	21.0	4.117647058823529	19.047619047619047	9.523809523809524	0	4.761904761904762	4.761904761904762	14.285714285714286	0	4.761904761904762	0	4.761904761904762	14.285714285714286	0	19.047619047619047	0	0	4.761904761904762	0	0.35294117647058826	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	100.0	0	0	100.0	100.0	0	0	0	0	0	100.0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	10.5	8.0	2.5	8	0	0	0	0	0	0	0	0	100.0	0.0	0	4.761904761904762	0	4.761904761904762	9.523809523809524	0	0	0	4.761904761904762	4.761904761904762	0	0	0	0	4.761904761904762	4.761904761904762	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	4.761904761904762	0	0	9.523809523809524	0	0	0	9.523809523809524	0	0	0	19.047619047619047	4.761904761904762	0	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0	0
train_sents_215.conllu	1	36	36.0	4.5625	5.555555555555555	8.333333333333334	2.7777777777777777	13.88888888888889	2.7777777777777777	8.333333333333334	0	13.88888888888889	0	0	13.88888888888889	5.555555555555555	11.11111111111111	2.7777777777777777	0	11.11111111111111	0	0.4375	75.0	25.0	0	100.0	25.0	0	0	75.0	100.0	0	0	0	100.0	0	0	100.0	80.0	0	20.0	0	50.0	0	50.0	5.0	100.0	3.0	0	0	25.0	50.0	25.0	0	0	5.0	7.2	23.0	3.032258064516129	23	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	2.7777777777777777	2.7777777777777777	0	2.7777777777777777	5.555555555555555	0	11.11111111111111	0	8.333333333333334	2.7777777777777777	0	0	0	0	2.7777777777777777	2.7777777777777777	0	8.333333333333334	0	0	0	0	2.7777777777777777	0	0	0	2.7777777777777777	2.7777777777777777	0	2.7777777777777777	0	13.88888888888889	0	0	5.555555555555555	2.7777777777777777	0	0	2.7777777777777777	11.11111111111111	2.7777777777777777	0	0	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0	0	0
train_sents_216.conllu	1	24	24.0	4.4375	4.166666666666667	8.333333333333334	0	4.166666666666667	0	0	4.166666666666667	4.166666666666667	0	4.166666666666667	12.5	8.333333333333334	33.333333333333336	0	0	16.666666666666668	0	0.5	50.0	50.0	0	100.0	50.0	25.0	25.0	0	50.0	0	0	50.0	0	100.0	0	100.0	100.0	0	0	0	100.0	0	0	5.0	100.0	2.0	0	50.0	25.0	0	25.0	0	0	4.0	4.8	13.0	3.066666666666667	13	0	0	0	0	0	0	0	0	66.66666666666667	33.333333333333336	0	0	0	0	0	0	0	0	8.333333333333334	0	0	4.166666666666667	4.166666666666667	0	0	4.166666666666667	4.166666666666667	0	0	4.166666666666667	0	0	0	0	0	0	4.166666666666667	0	0	4.166666666666667	0	8.333333333333334	0	0	0	8.333333333333334	0	0	4.166666666666667	33.333333333333336	4.166666666666667	0	4.166666666666667	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0	0	0
train_sents_217.conllu	1	20	20.0	5.5	5.0	5.0	10.0	0	0	5.0	0	10.0	0	0	5.0	15.0	40.0	0	0	5.0	0	0.75	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	4.0	20.0	10.0	3.1818181818181817	10	1.0	1	100.0	0	0	0	0	0	66.66666666666667	33.333333333333336	0	5.0	0	10.0	5.0	0	0	0	5.0	0	0	0	5.0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	15.0	0	0	0	0	0	0	0	40.0	5.0	0	0	100.0	0.0	0	0	0	0	0	0	0	0
train_sents_218.conllu	1	33	33.0	4.0	0	15.151515151515152	0	15.151515151515152	3.0303030303030303	12.121212121212121	0	15.151515151515152	0	6.0606060606060606	12.121212121212121	0	9.090909090909092	0	0	12.121212121212121	0	0.3	50.0	50.0	0	0	0	0	50.0	50.0	0	0	0	0	100.0	0	0	100.0	40.0	20.0	0	40.0	100.0	0	0	4.0	100.0	3.25	0	0	0	75.0	25.0	0	0	7.0	8.25	8.0	2.3793103448275863	8	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	3.0303030303030303	0	3.0303030303030303	0	0	12.121212121212121	3.0303030303030303	15.151515151515152	3.0303030303030303	0	0	3.0303030303030303	0	3.0303030303030303	0	0	12.121212121212121	0	0	0	0	0	0	0	0	3.0303030303030303	3.0303030303030303	0	0	0	6.0606060606060606	0	0	3.0303030303030303	12.121212121212121	0	0	3.0303030303030303	9.090909090909092	3.0303030303030303	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
train_sents_219.conllu	1	11	11.0	3.4285714285714284	0	0	0	9.090909090909092	0	0	0	0	0	0	27.272727272727273	9.090909090909092	36.36363636363637	0	0	18.181818181818183	0	0.42857142857142855	0	100.0	0	100.0	50.0	0	0	50.0	100.0	0	0	0	0	100.0	0	100.0	100.0	0	0	0	0	0	100.0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	2.0	5.5	4.0	1.8333333333333333	4	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.181818181818183	0	0	18.181818181818183	0	0	0	9.090909090909092	36.36363636363637	9.090909090909092	0	0	100.0	0.0	0	0	0	0	0	0	0	0
